time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-11 00:00:00+00:00,27,21,170,21
2024-03-12 00:00:00+00:00,8,8,48,13
2024-03-13 00:00:00+00:00,18,15,87,26
2024-03-14 00:00:00+00:00,12,11,55,18
2024-03-15 00:00:00+00:00,8,7,50,15
2024-03-16 00:00:00+00:00,8,8,15,12
2024-03-17 00:00:00+00:00,13,12,49,10
2024-03-18 00:00:00+00:00,39,37,135,21
2024-03-19 00:00:00+00:00,37,35,72,13
2024-03-20 00:00:00+00:00,28,27,128,26
2024-03-21 00:00:00+00:00,38,33,58,26
2024-03-22 00:00:00+00:00,48,42,199,24
2024-03-23 00:00:00+00:00,47,43,137,24
2024-03-24 00:00:00+00:00,42,30,111,18
