time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-06 00:00:00+00:00,24,15,61,32
2025-07-07 00:00:00+00:00,48,27,114,49
2025-07-08 00:00:00+00:00,35,23,70,44
2025-07-09 00:00:00+00:00,29,20,78,43
2025-07-10 00:00:00+00:00,28,20,88,56
2025-07-11 00:00:00+00:00,26,16,82,42
2025-07-12 00:00:00+00:00,30,18,89,42
2025-07-13 00:00:00+00:00,20,11,78,39
2025-07-14 00:00:00+00:00,33,23,124,60
2025-07-15 00:00:00+00:00,69,34,220,62
2025-07-16 00:00:00+00:00,36,28,109,59
2025-07-17 00:00:00+00:00,25,14,123,54
2025-07-18 00:00:00+00:00,41,27,193,53
2025-07-19 00:00:00+00:00,13,12,103,39
