time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-02 00:00:00+00:00,8,8,156,69
2024-11-03 00:00:00+00:00,10,8,151,80
2024-11-04 00:00:00+00:00,8,8,97,57
2024-11-05 00:00:00+00:00,10,10,127,58
2024-11-06 00:00:00+00:00,15,12,94,55
2024-11-07 00:00:00+00:00,18,12,144,57
2024-11-08 00:00:00+00:00,8,7,75,44
2024-11-09 00:00:00+00:00,4,4,71,39
2024-11-10 00:00:00+00:00,7,7,72,40
2024-11-11 00:00:00+00:00,8,8,85,45
2024-11-12 00:00:00+00:00,7,7,95,51
2024-11-13 00:00:00+00:00,6,6,78,44
2024-11-14 00:00:00+00:00,5,4,73,42
2024-11-15 00:00:00+00:00,4,4,115,57
