time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-02 00:00:00+00:00,1,1,15,10
2024-10-03 00:00:00+00:00,12,10,156,62
2024-10-04 00:00:00+00:00,10,9,88,46
2024-10-05 00:00:00+00:00,12,10,95,41
2024-10-06 00:00:00+00:00,9,6,73,46
2024-10-07 00:00:00+00:00,12,11,145,61
2024-10-08 00:00:00+00:00,9,8,78,54
2024-10-09 00:00:00+00:00,11,8,139,56
2024-10-10 00:00:00+00:00,8,6,97,53
2024-10-11 00:00:00+00:00,10,9,98,51
2024-10-12 00:00:00+00:00,26,14,112,37
2024-10-13 00:00:00+00:00,14,12,95,49
2024-10-14 00:00:00+00:00,22,12,156,64
2024-10-15 00:00:00+00:00,17,16,180,70
2024-10-16 00:00:00+00:00,9,7,44,35
