time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-30 00:00:00+00:00,42,35,459,207
2024-05-01 00:00:00+00:00,25,16,229,117
2024-05-02 00:00:00+00:00,38,22,300,83
2024-05-03 00:00:00+00:00,48,25,202,107
2024-05-04 00:00:00+00:00,22,20,124,81
2024-05-05 00:00:00+00:00,20,16,146,46
2024-05-06 00:00:00+00:00,25,21,180,82
2024-05-07 00:00:00+00:00,25,12,148,88
2024-05-08 00:00:00+00:00,27,22,149,52
2024-05-09 00:00:00+00:00,9,9,88,49
2024-05-10 00:00:00+00:00,21,13,88,53
2024-05-11 00:00:00+00:00,18,15,61,28
2024-05-12 00:00:00+00:00,19,13,160,34
2024-05-13 00:00:00+00:00,10,10,126,52
