time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-01 00:00:00+00:00,18,17,53,38
2026-08-02 00:00:00+00:00,16,12,58,42
2026-08-03 00:00:00+00:00,22,21,120,76
2026-08-04 00:00:00+00:00,19,17,109,77
2026-08-05 00:00:00+00:00,22,17,131,83
2026-08-06 00:00:00+00:00,61,23,90,58
2026-08-07 00:00:00+00:00,54,38,96,60
2026-08-08 00:00:00+00:00,53,24,61,40
2026-08-09 00:00:00+00:00,56,51,72,48
2026-08-10 00:00:00+00:00,38,30,88,63
2026-08-11 00:00:00+00:00,55,39,97,61
2026-08-12 00:00:00+00:00,39,26,104,71
2026-08-13 00:00:00+00:00,50,21,94,68
2026-08-14 00:00:00+00:00,50,26,114,65
