time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-22 00:00:00+00:00,18,10,84,56
2026-03-23 00:00:00+00:00,27,19,102,76
2026-03-24 00:00:00+00:00,25,16,127,82
2026-03-25 00:00:00+00:00,27,18,156,97
2026-03-26 00:00:00+00:00,35,24,120,87
2026-03-27 00:00:00+00:00,38,21,146,76
2026-03-28 00:00:00+00:00,19,19,84,53
2026-03-29 00:00:00+00:00,53,28,67,46
2026-03-30 00:00:00+00:00,34,26,103,67
2026-03-31 00:00:00+00:00,33,23,108,77
2026-04-01 00:00:00+00:00,37,22,107,67
2026-04-02 00:00:00+00:00,27,17,125,80
2026-04-03 00:00:00+00:00,26,19,106,66
2026-04-04 00:00:00+00:00,29,19,83,57
