time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-11 00:00:00+00:00,10,9,98,51
2024-10-12 00:00:00+00:00,26,14,112,37
2024-10-13 00:00:00+00:00,14,12,95,49
2024-10-14 00:00:00+00:00,22,12,156,64
2024-10-15 00:00:00+00:00,17,16,180,70
2024-10-16 00:00:00+00:00,12,10,62,41
2024-10-17 00:00:00+00:00,17,16,82,50
2024-10-18 00:00:00+00:00,13,9,84,54
2024-10-19 00:00:00+00:00,7,6,91,45
2024-10-20 00:00:00+00:00,9,8,114,44
2024-10-21 00:00:00+00:00,14,10,105,56
2024-10-22 00:00:00+00:00,6,6,87,47
2024-10-23 00:00:00+00:00,9,8,89,57
2024-10-24 00:00:00+00:00,7,6,72,55
