time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-30 00:00:00+00:00,95,45,138,61
2025-07-01 00:00:00+00:00,42,22,80,52
2025-07-02 00:00:00+00:00,43,34,90,51
2025-07-03 00:00:00+00:00,36,24,97,48
2025-07-04 00:00:00+00:00,35,18,86,49
2025-07-05 00:00:00+00:00,32,17,71,29
2025-07-06 00:00:00+00:00,24,15,61,32
2025-07-07 00:00:00+00:00,48,27,114,49
2025-07-08 00:00:00+00:00,35,23,70,44
2025-07-09 00:00:00+00:00,29,20,78,43
2025-07-10 00:00:00+00:00,28,20,88,56
2025-07-11 00:00:00+00:00,26,16,82,42
2025-07-12 00:00:00+00:00,30,18,89,42
2025-07-13 00:00:00+00:00,8,7,76,37
