time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-10 00:00:00+00:00,38,30,88,63
2026-08-11 00:00:00+00:00,55,39,97,61
2026-08-12 00:00:00+00:00,39,26,104,71
2026-08-13 00:00:00+00:00,50,21,94,68
2026-08-14 00:00:00+00:00,50,26,114,65
2026-08-15 00:00:00+00:00,74,36,51,36
2026-08-16 00:00:00+00:00,42,38,69,46
2026-08-17 00:00:00+00:00,2037,39,93,55
2026-08-18 00:00:00+00:00,32,24,109,72
2026-08-19 00:00:00+00:00,312,38,88,67
2026-08-20 00:00:00+00:00,53,46,101,65
2026-08-21 00:00:00+00:00,129,30,72,54
2026-08-22 00:00:00+00:00,63,49,69,46
2026-08-23 00:00:00+00:00,47,38,110,55
